len,TiOT,TAOT,eTiOT,eTAOT
100,0.07794154103612527,0.0007192149641923606,0.018392744997981936,0.0003348669852130115
300,2.3876317410031334,0.008313661033753306,0.06160410703159869,0.0020224580075591803
500,13.137799196993,0.026554470998235047,0.3919677110388875,0.005601102020591497
3000,,3.090532803966198,0.9326884849579073,0.47946072596823797
6000,,22.274368749989662,3.74706658400828,2.145732220960781
9000,,61.52464628202142,8.264845924975816,4.679359546978958
12000,,124.79515175998677,14.851541556010488,8.497056026011705
