$\ell$,"$\mathcal{D}_2(x^{(\ell)}, x^{(0)})$","$\mathcal{W}_{2, 0.2}(x^{(\ell)}, x^{(0)})$","$\mathcal{W}_{2, 0.5}(x^{(\ell)}, x^{(0)})$","$\mathcal{W}_{2, 0.8}(x^{(\ell)}, x^{(0)})$"
391,0.311946024704179,0.18746447585383044,0.27830746016654456,0.29102539328557253
392,0.3205016624816101,0.19353795431745852,0.2875663410454946,0.29700685342836664
393,0.3294058310777211,0.19966512555415197,0.2971028894607552,0.3032951144480691
394,0.33863961555762007,0.2059352872775962,0.3071017646649778,0.3099377641800881
395,0.34766402349219344,0.2123155880220774,0.31698269364577575,0.31619506117570095
396,0.3564669351352467,0.21870008412861988,0.3269181905801083,0.32198934027133636
397,0.3652589929386691,0.22522726123486336,0.3369641961356457,0.327451170707722
398,0.3730977629292221,0.2313776412623635,0.3462396136000641,0.33221622349885443
399,0.38003718671887565,0.23698525718840796,0.3546357057032095,0.3361425509613916
400,0.3870979985778041,0.24263659238879345,0.3633259893859804,0.34035445760171495
